id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood
5485829897,4,4.0,7427,24134,2.5,0,3,3,11,5412,2015,1983,2006,98039,47.6371542241284,-122.22253709880495,6875,22351,Evergreen Estates
3889177685,4,4.5,6926,20961,2.5,0,2,4,11,5268,1658,1986,0,98039,47.631185178843744,-122.22758627585013,6479,20180,Evergreen Estates
6297299786,6,4.0,6344,19630,1.0,0,3,5,13,6344,0,2002,0,98039,47.63610793363254,-122.2228779126866,5559,18905,Evergreen Estates
2765772052,5,7.0,6399,20201,2.5,1,3,5,12,4251,2148,2002,0,98039,47.62179829265945,-122.2361676123669,5971,19152,Evergreen Estates
8443029842,6,6.5,4635,14251,3.0,0,4,4,12,3293,1342,1998,0,98039,47.61949629484838,-122.23865995300012,4273,14100,Evergreen Estates
7967368730,5,4.0,5615,15404,3.0,0,3,3,12,3970,1645,2006,0,98039,47.62472840723242,-122.22325657944484,4979,14563,Evergreen Estates
5252672857,4,3.5,7185,19980,1.5,0,2,3,10,4582,2603,1981,0,98039,47.6234660997943,-122.2357899991761,6656,18127,Evergreen Estates
7610239017,4,3.75,8243,26577,1.0,0,4,5,10,8243,0,2007,0,98039,47.62362428669728,-122.2293630248579,7094,25373,Evergreen Estates
5003566716,4,7.0,7173,22337,3.0,1,3,3,12,5323,1850,1998,0,98039,47.62333962217815,-122.23748898625989,6099,20274,Evergreen Estates
5909558645,4,4.5,7035,22834,1.0,0,4,5,13,7035,0,1984,0,98039,47.62048739167652,-122.22660736574636,6171,20811,Evergreen Estates
4270999072,5,3.75,8372,24000,2.5,1,2,3,10,6067,2305,2005,0,98039,47.633497020071324,-122.22883802077031,7229,22886,Evergreen Estates
6909907569,6,4.0,6125,19416,2.0,1,3,3,11,3841,2284,2007,0,98039,47.637817449220655,-122.22615157510488,5672,19230,Evergreen Estates
1962234005,6,4.0,4404,12996,2.0,1,2,4,12,2809,1595,1995,0,98039,47.622606770912874,-122.23719373888008,3996,12912,Evergreen Estates
1006730180,4,5.5,7229,22311,1.5,0,2,3,11,4822,2407,1977,1997,98039,47.63337313862551,-122.2256829903082,6425,20417,Evergreen Estates
1990744905,6,6.0,4903,14119,3.0,0,3,3,13,3801,1102,1973,0,98039,47.63652977722325,-122.23717450051802,4488,13017,Evergreen Estates
8294861185,5,5.5,4748,14584,3.0,0,3,4,12,3350,1398,1996,0,98039,47.631348488107704,-122.23215152615555,4146,14525,Evergreen Estates
3686603768,6,3.5,8804,26152,1.0,1,2,5,13,8804,0,2005,0,98039,47.62533946159293,-122.22845088115368,8219,23805,Evergreen Estates
3841264538,4,5.0,8785,23856,2.5,0,4,4,12,6733,2052,1982,0,98039,47.6214018983411,-122.23816738805512,8064,23620,Evergreen Estates
9847270174,4,4.5,8598,26439,2.5,0,3,4,10,6509,2089,1990,0,98039,47.62746744719535,-122.22724701950666,7416,26295,Evergreen Estates
3034603861,4,6.0,5394,17628,1.5,0,2,5,13,3798,1596,1976,0,98039,47.631828601698224,-122.23605068627317,4619,16593,Evergreen Estates
7334631000,6,5.5,8069,24504,2.5,0,2,4,11,5790,2279,1983,2002,98039,47.618876449697076,-122.2322357332439,7054,23074,Evergreen Estates
8165320429,4,3.75,6189,16959,2.0,0,2,5,13,4168,2021,1996,2015,98039,47.621032735723965,-122.22944452011119,5314,16377,Evergreen Estates
2288705472,6,7.0,5771,16945,1.0,0,4,4,11,5771,0,1989,0,98039,47.6276651634708,-122.2288025281124,5011,16568,Evergreen Estates
2504842619,4,6.5,4786,14037,2.5,0,2,3,13,3714,1072,1981,0,98039,47.63086219460428,-122.22751644701205,4250,13619,Evergreen Estates
6921950228,6,7.0,6592,18174,1.0,0,4,4,13,6592,0,2005,0,98039,47.6377717388541,-122.2242204408082,5828,17566,Evergreen Estates
1167683092,2,1.25,1138,1416,3.0,0,0,3,6,872,266,1976,0,98178,47.501918506588474,-122.23911376789209,1067,1365,Cedar Grove
8741973536,2,1.5,964,1095,1.0,0,1,3,6,964,0,1980,1995,98178,47.485710317503134,-122.22640358418575,855,1021,Cedar Grove
4446168821,2,1.25,814,980,1.0,0,1,5,5,814,0,1994,2017,98178,47.494210750290094,-122.22642563830327,765,894,Cedar Grove
1602973449,2,1.0,871,975,1.0,0,1,3,5,871,0,1981,0,98178,47.49574239275674,-122.24576623269638,792,921,Cedar Grove
6049125358,2,1.5,987,1261,1.5,0,0,3,6,777,210,1986,0,98178,47.49713858244934,-122.24450302935041,856,1218,Cedar Grove
6079602690,2,1.5,1097,1406,1.0,0,1,3,6,1097,0,1983,2023,98178,47.48570878639698,-122.24028378409318,991,1376,Cedar Grove
4940874131,2,1.25,879,997,1.0,0,1,4,5,879,0,1995,0,98178,47.49561431214953,-122.2399290116403,776,991,Cedar Grove
5095076163,3,1.25,807,876,1.5,0,0,4,6,508,299,2003,0,98178,47.50151147206643,-122.23480805089528,720,852,Cedar Grove
1784077847,2,1.0,919,1030,2.0,0,0,4,5,677,242,1995,2008,98178,47.50207028582396,-122.23875110311955,853,939,Cedar Grove
6414252539,3,1.25,971,1128,3.0,0,0,5,5,624,347,1979,0,98178,47.495700170114034,-122.23690722831483,904,1116,Cedar Grove
8295246475,3,1.25,917,1140,2.5,0,0,5,5,596,321,2001,0,98178,47.48599460575856,-122.23696995852488,799,1121,Cedar Grove
6084949514,3,1.25,1173,1535,1.0,0,1,3,5,1173,0,2004,0,98178,47.49680558260516,-122.24205470112894,1033,1449,Cedar Grove
1416883532,3,1.5,1170,1292,1.5,0,1,5,6,928,242,1993,2009,98178,47.48842640578148,-122.23164062122736,1010,1284,Cedar Grove
6932222759,3,1.25,976,1128,2.0,0,1,5,5,587,389,1991,2012,98178,47.49521961256523,-122.2411367533284,862,1118,Cedar Grove
1929673925,2,1.25,1033,1264,3.0,0,1,5,6,660,373,2013,0,98178,47.487270478673175,-122.24364984157674,899,1260,Cedar Grove
7292343832,2,1.25,1167,1423,1.5,0,1,3,6,763,404,1972,1990,98178,47.494925437117004,-122.23160704227718,997,1377,Cedar Grove
2845020750,2,1.25,1105,1206,1.5,0,0,3,6,680,425,2011,0,98178,47.49141152531143,-122.23252080614719,1004,1184,Cedar Grove
2216296891,3,1.5,804,934,2.5,0,0,4,6,547,257,1982,0,98178,47.48243373848638,-122.24332757698811,754,840,Cedar Grove
7689778473,3,1.0,1002,1281,1.5,0,0,4,5,728,274,1972,2019,98178,47.4939558985142,-122.23312198109465,899,1171,Cedar Grove
3622285155,3,1.25,1175,1279,2.0,0,0,3,6,903,272,2012,0,98178,47.485999775870475,-122.22924294637383,1047,1220,Cedar Grove
6775789663,3,1.0,1170,1475,3.0,0,1,4,5,838,332,2012,0,98178,47.48798933790498,-122.24502902589578,1058,1438,Cedar Grove
8081265179,2,1.0,841,1031,1.0,0,1,4,6,841,0,1994,0,98178,47.49552418825913,-122.23822393168683,768,930,Cedar Grove
3202603783,3,1.25,1104,1380,3.0,0,0,5,5,804,300,1974,0,98178,47.50017842534974,-122.23146382420705,1045,1343,Cedar Grove
9284241663,3,1.0,808,1058,2.5,0,1,3,6,597,211,1971,1987,98178,47.48704186538345,-122.24090730103931,750,1011,Cedar Grove
2937023501,3,1.5,1004,1161,1.0,0,0,5,6,1004,0,1996,0,98178,47.48717252478155,-122.23449181165851,937,1119,Cedar Grove
1450142889,3,1.25,816,918,2.5,0,1,5,5,567,249,1975,0,98178,47.49738337482215,-122.23114581849583,694,840,Cedar Grove
1762823489,2,1.25,993,1218,3.0,0,1,4,6,688,305,2000,0,98178,47.48475656546819,-122.23703071136784,936,1172,Cedar Grove
6754968155,3,1.0,1001,1296,2.5,0,1,4,5,732,269,1984,0,98178,47.49959173924218,-122.2457203056265,909,1191,Cedar Grove
8429648467,3,1.5,1122,1225,2.5,0,1,3,5,856,266,1992,0,98178,47.50068750304542,-122.22666484887039,962,1148,Cedar Grove
4948109007,2,1.0,1160,1439,1.5,0,0,3,5,829,331,1977,0,98178,47.48928114717689,-122.2364773523532,1045,1394,Cedar Grove
8876089604,2,1.5,850,984,3.0,0,0,5,5,648,202,2004,0,98178,47.49312020663115,-122.2262524341755,771,982,Cedar Grove
6353431386,2,1.5,882,1055,2.0,0,1,3,5,620,262,1998,0,98178,47.49970890012877,-122.24419246448036,810,1035,Cedar Grove
4395372546,2,1.0,1197,1442,1.5,0,1,4,6,809,388,1992,0,98178,47.49828164475931,-122.23761257561057,1059,1439,Cedar Grove
6472369049,3,1.0,973,1205,2.5,0,1,4,5,676,297,1982,0,98178,47.486036057835506,-122.22702678054434,856,1144,Cedar Grove
3275969593,2,1.5,1024,1287,1.0,0,0,4,6,1024,0,2011,0,98178,47.488241687364486,-122.23974056090573,942,1186,Cedar Grove
4217556187,2,1.0,1189,1372,2.0,0,0,5,5,797,392,1996,0,98178,47.50051058448105,-122.24202636813008,1057,1347,Cedar Grove
8476851812,2,1.5,1114,1351,1.5,0,1,5,6,863,251,2002,0,98178,47.491561641895736,-122.23318725300406,1008,1305,Cedar Grove
8017259792,3,1.25,804,1051,2.0,0,0,5,5,626,178,1971,0,98178,47.482870416745385,-122.23620967711247,745,975,Cedar Grove
4017767726,2,1.25,1000,1307,3.0,0,1,5,5,705,295,2006,0,98178,47.48835798416372,-122.23545344136087,933,1283,Cedar Grove
7335042836,2,1.0,865,942,2.5,0,0,5,6,647,218,1993,0,98178,47.49018391099921,-122.23400494615387,798,870,Cedar Grove
3761853486,3,1.5,1060,1260,2.0,0,0,3,6,832,228,1992,0,98178,47.486569983004955,-122.24217504051475,955,1178,Cedar Grove
1732571961,3,1.25,928,1176,2.0,0,0,5,5,599,329,2011,0,98178,47.495167462286766,-122.23404409419607,828,1139,Cedar Grove
