id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,neighborhood
7580634805,4,2.25,1871,4030,2.5,0,1,5,7,1173,698,2009,0,98052,47.681527802753834,-122.11511967369019,1715,3874,Greenfield Commons
9576312708,3,2.5,1689,3290,1.5,0,1,5,7,1212,477,1990,0,98052,47.66972395611939,-122.09918578416575,1459,3118,Greenfield Commons
6994046488,4,2.5,1968,3784,2.5,0,1,5,7,1478,490,1987,0,98052,47.68045789946258,-122.10304389494678,1716,3502,Greenfield Commons
7392005702,3,2.5,1955,4149,2.0,0,2,3,8,1212,743,1995,0,98052,47.68134141669182,-122.10533715106223,1831,4091,Greenfield Commons
5581540767,4,2.5,1882,4024,2.0,0,2,3,7,1304,578,1985,0,98052,47.673939779119884,-122.11389769209146,1787,3826,Greenfield Commons
3169008081,3,2.0,1966,3939,3.0,0,1,3,8,1408,558,1985,2006,98052,47.66690958727038,-122.10559300604221,1774,3604,Greenfield Commons
5037330995,3,2.25,1772,3718,2.0,0,2,5,8,1270,502,1977,0,98052,47.68409133011525,-122.10250237094863,1599,3491,Greenfield Commons
3287875014,4,2.25,1813,3375,1.0,0,1,3,7,1813,0,1984,0,98052,47.682213130067844,-122.10772682870918,1663,3045,Greenfield Commons
7384771718,4,2.25,2127,4298,2.0,0,0,3,8,1487,640,2004,0,98052,47.68160745717407,-122.10695758873172,1813,3968,Greenfield Commons
2753092949,4,2.5,1637,3419,2.5,0,2,3,7,1265,372,2013,0,98052,47.68445917154669,-122.10359542995687,1431,3277,Greenfield Commons
5669133295,4,2.5,1656,3163,1.0,0,2,3,7,1656,0,2000,0,98052,47.68245677652169,-122.1055090120877,1433,3095,Greenfield Commons
6329166442,4,2.25,2071,4095,3.0,0,0,5,7,1627,444,2004,0,98052,47.67722860139276,-122.1073371572121,1767,3717,Greenfield Commons
9344485229,3,2.25,1648,3418,2.0,0,0,3,8,1212,436,2014,0,98052,47.67605338066371,-122.10177454161956,1470,3246,Greenfield Commons
4577406178,3,2.5,1870,3681,3.0,0,0,3,8,1351,519,1972,0,98052,47.678224550182975,-122.11365198227585,1740,3678,Greenfield Commons
3740161752,3,2.25,2050,4078,1.0,0,1,5,8,2050,0,1998,0,98052,47.667494455523276,-122.10669915916445,1761,4022,Greenfield Commons
9837082856,3,2.0,1608,3269,1.5,0,2,3,7,978,630,2009,0,98052,47.67914590386299,-122.11307773338632,1513,3111,Greenfield Commons
1221857345,4,2.0,1649,3592,3.0,0,0,5,7,1124,525,1972,0,98052,47.672207909004314,-122.10742601889217,1443,3528,Greenfield Commons
7147081182,4,2.5,1803,3266,1.5,0,0,3,7,1239,564,1983,0,98052,47.67338918488326,-122.09827004047284,1549,3186,Greenfield Commons
1150078786,4,2.5,2200,4761,3.0,0,0,5,7,1697,503,2010,0,98052,47.680563916204086,-122.10422689888483,1921,4655,Greenfield Commons
6897082183,4,2.25,1797,3838,3.0,0,2,4,7,1116,681,1987,0,98052,47.678023643032155,-122.11112444264724,1567,3607,Greenfield Commons
2107515478,4,2.25,2150,4566,1.5,0,0,3,8,1656,494,1993,0,98052,47.67841753546385,-122.11242514474971,1903,4324,Greenfield Commons
2331862573,4,2.0,1766,3303,3.0,0,2,4,7,1218,548,1971,0,98052,47.67983355885813,-122.09754758074266,1529,3095,Greenfield Commons
5885086134,4,2.25,1772,3642,1.0,0,0,5,8,1772,0,2007,0,98052,47.678327730223614,-122.09873627704984,1581,3312,Greenfield Commons
